index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,ScoreLEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
1728,356-137,49,356-137PL1,Absent,29617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1050,1.0,0.0,NOTHING,1728,0,32.0,0,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.0,NOTHING,NOTHING,NOTHING,1.0
1731,356-137,52,356-137PL1,Absent,35561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1146,1.0,0.0,NOTHING,1731,0,32.0,0,1.0,64,0.5,1.0,1.0,,1.0,1.0,0.5,NOTHING,NOTHING,NOTHING,1.0
1738,356-137,59,356-137PL1,Absent,31816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1370,1.0,0.0,NOTHING,1738,0,32.0,0,1.0,64,0.5625,1.0,1.0,,1.0,1.0,0.5625,NOTHING,NOTHING,,1.0
1752,356-137,13,356-137PL2,Absent,35198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,34,35,50,52,51,2,15,18,32,37,49,53,54,3,14,19,31,36,48,56,55,4,12,20,30,38,47,57,58,5,13,22,29,39,46,60,59,6,11,23,28,40,45,61,62,7,10,24,27,41,44,64,63,8,9,25,26,42,43,65,66,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,293,0.99375,3.0,ALL,1752,0,32.0,64,0.921875,64,0.921875,0.984375,1.0,,0.98125,1.0,0.09553158705701079,RS,ALL,RS,0.921875
1757,356-137,18,356-137PL2,Absent,34078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,32,33,62,63,64,2,15,18,31,34,60,61,59,3,14,19,30,35,56,57,58,4,13,20,29,36,53,55,54,5,12,21,28,37,52,51,50,6,11,22,27,38,47,48,49,7,10,23,26,39,46,45,44,8,9,24,25,40,41,42,43,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,450,0.9875,1.0,ALL,1757,0,32.0,64,0.515625,64,0.515625,0.96875,1.0,,0.99375,1.0,0.825,RS,ALL,ALL,0.9696969696969697
1758,356-137,19,356-137PL2,Absent,35552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,27,26,25,24,23,22,2,29,50,49,48,47,46,21,3,30,51,63,62,61,45,20,4,31,52,64,68,60,44,19,5,33,53,65,67,59,43,18,6,34,54,55,66,57,42,17,7,35,36,37,39,40,41,16,8,9,10,11,12,13,15,14,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,482,1.0,2.0,ALL,1758,0,27.0,64,1.0,64,1.0,1.0,1.0,30.0,0.9875,1.0,0.515625,ALL,ALL,RS,1.0
1772,356-137,33,356-137PL2,Absent,38937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,17,18,33,35,50,51,66,3,16,19,34,36,48,52,65,4,15,20,31,37,47,53,64,5,14,21,32,38,49,54,63,6,13,22,29,39,46,55,62,7,12,23,30,40,45,56,61,8,11,24,28,41,44,57,60,9,10,26,27,42,43,58,59,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,924,1.0,0.0,ALL,1772,0,32.0,64,0.921875,64,0.078125,1.0,1.0,,1.0,1.0,0.9661016949152542,RS,ALL,RS,0.921875
1776,356-137,37,356-137PL2,Absent,31765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,35,33,48,51,66,2,15,18,31,34,49,50,65,3,14,19,30,36,47,52,64,4,13,20,29,37,45,55,63,5,12,21,28,38,44,54,62,7,11,22,27,39,46,56,61,6,10,23,26,40,43,57,60,8,9,24,25,41,42,58,59,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1052,1.0,0.0,ALL,1776,0,31.0,64,0.046875,64,0.953125,1.0,1.0,,1.0,1.0,0.05263157894736842,RS,ALL,ALL,0.10714285714285714
1777,356-137,38,356-137PL2,Absent,33354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,32,34,50,51,66,2,15,18,33,35,49,52,65,3,14,19,31,36,48,53,63,4,13,20,29,37,47,54,64,5,12,21,28,38,46,55,62,6,11,22,27,39,45,56,61,7,10,23,26,40,44,57,60,8,9,24,25,41,43,58,59,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,1083,0.99375,0.0,ALL,1777,0,32.0,64,1.0,64,1.0,0.984375,1.0,32.0,1.0,1.0,0.953125,ALL,ALL,RS,1.0
1786,356-137,47,356-137PL2,Absent,31780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,33,34,49,50,66,2,16,19,32,35,48,51,65,3,15,20,31,36,47,52,64,4,14,21,30,37,62,53,63,6,13,22,29,38,44,54,61,7,12,23,28,39,45,55,60,9,11,24,27,40,43,56,59,8,10,25,26,41,42,57,58,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1370,1.0,0.0,ALL,1786,0,32.0,64,0.53125,64,0.46875,1.0,1.0,,1.0,1.0,0.46875,RS,ALL,ALL,0.9411764705882353
1787,356-137,48,356-137PL2,Absent,29732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,32,33,48,49,64,2,15,18,31,34,47,50,63,3,14,19,30,35,46,51,62,4,13,20,29,36,45,52,61,5,12,21,28,37,44,53,60,6,11,22,27,38,43,54,59,7,10,23,26,39,42,55,58,8,9,24,25,40,41,56,57,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1402,1.0,0.0,ALL,1787,0,32.0,64,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.46875,ALL,ALL,ALL,1.0
1788,356-137,49,356-137PL2,Absent,28176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,19,18,49,48,50,51,2,16,20,21,46,47,52,53,3,15,23,22,45,44,54,55,4,14,24,28,25,43,56,57,5,13,27,26,41,42,58,59,6,12,30,29,40,39,60,61,7,11,31,32,38,37,62,63,8,9,34,33,35,36,64,65,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1434,1.0,0.0,ALL,1788,0,32.0,64,1.0,64,0.0,1.0,1.0,32.0,1.0,1.0,0.0,ALL,ALL,LEFT,1.0
1791,356-137,52,356-137PL2,Absent,33398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,17,32,33,48,50,64,1,15,18,31,34,47,51,63,3,14,19,30,35,46,52,65,4,13,20,29,36,45,53,62,5,12,21,28,38,44,54,61,6,11,22,27,37,43,55,60,7,10,23,26,39,42,56,59,8,9,24,25,40,41,57,58,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1530,1.0,0.0,ALL,1791,0,32.0,64,0.5,64,0.5,1.0,1.0,,1.0,1.0,0.5,LEFT,ALL,RS,1.0
1798,356-137,59,356-137PL2,Absent,31086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,17,33,34,51,52,67,3,15,18,32,35,50,53,66,2,14,19,31,36,49,54,65,4,13,21,30,37,48,55,64,5,12,20,29,39,47,56,63,6,11,22,28,40,45,57,62,7,10,23,27,41,44,58,61,8,9,25,26,42,43,59,60,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1754,1.0,0.0,ALL,1798,0,32.0,64,0.4375,64,0.5625,1.0,1.0,,1.0,1.0,0.5625,RS,ALL,,0.875
1803,359-904,4,359-904PL1,Absent,26428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,21,22,25,26,29,30,16,19,20,23,24,27,28,31,14,13,10,9,35,7,6,32,15,12,11,2,3,4,5,34,44,43,42,40,36,39,37,38,45,47,54,55,60,61,66,69,49,48,53,56,59,62,65,67,50,51,52,57,58,63,64,68,8.0,24,Unicorn_Absent,-1,-1,Unicorn_Absent,-36,0.85,3.0,ALL,1803,0,15.0,64,0.4375,64,0.33405172413793105,0.625,1.0,,0.98125,0.78125,0.2708333333333333,RS,RS,RS,0.6666666666666666
1804,359-904,5,359-904PL1,Absent,19558,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,32,31,30,19,20,21,24,16,15,12,18,9,8,22,23,17,14,13,11,10,7,28,25,0,33,34,35,5,29,27,26,0,0,0,36,0,43,44,45,0,0,0,0,37,0,42,46,0,3,2,53,52,38,40,47,0,0,4,1,51,50,49,48,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,-21,0.89375,24.0,RS,1804,0,14.0,50,0.78125,53,0.5920608108108107,0.5625,0.78125,8.0,0.85,0.5409836065573771,0.33405172413793105,ALL,RS,RS,1.0
1812,359-904,13,359-904PL1,Absent,22766,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,69,0,2,0,18,40,0,0,68,0,3,17,19,0,42,0,67,0,5,16,21,39,43,0,66,0,6,15,23,36,45,0,64,0,8,14,25,35,46,55,57,58,9,13,26,32,48,53,60,59,10,11,27,30,50,52,63,62,-7.0,39,Unicorn_Absent,-1,-1,Unicorn_Absent,-159,0.75625,26.0,RS,1812,0,-17.0,47,0.7924528301886793,64,0.04245283018867929,0.390625,0.734375,,0.8375,0.75,0.18137254901960786,RS,RS,RS,0.75
1817,359-904,18,359-904PL1,Absent,18700,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,0,0,57,59,60,0,62,6,0,0,0,0,0,0,64,9,11,0,55,0,0,0,65,8,13,3,37,66,34,33,32,0,15,2,26,27,29,31,30,0,17,24,25,38,39,40,41,0,18,22,47,46,44,52,42,0,20,21,54,48,49,51,53,6.0,26,Unicorn_Absent,-1,-1,Unicorn_Absent,-114,0.8375,2.0,RS,1817,0,4.0,47,0.2708333333333333,58,0.1939102564102564,0.5,0.734375,,0.9875,0.7192982456140351,0.07834101382488479,RS,RS,RS,0.3125
1830,359-904,31,359-904PL1,Absent,16693,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,0,0,0,0,0,0,11,48,45,0,0,0,9,10,13,49,0,44,43,0,8,14,40,50,0,0,0,7,16,37,38,52,0,56,6,17,0,36,41,0,0,4,18,25,0,35,42,54,3,20,19,26,23,34,33,1,2,28,27,29,30,31,32,12.0,20,Unicorn_Absent,-1,-1,Unicorn_Absent,153,0.875,2.0,RS,1830,0,12.0,45,0.12244897959183673,57,0.023892483822797406,0.578125,0.703125,,0.9875,0.6181818181818182,0.07755102040816328,RS,RS,RS,0.23529411764705882
1847,359-904,48,359-904PL1,Absent,28447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,50,51,52,56,53,54,55,47,45,44,64,58,79,78,77,70,48,69,65,81,80,82,76,72,46,68,66,60,62,74,75,31,73,33,34,61,36,37,38,30,28,26,25,24,23,22,40,15,16,1,19,2,3,4,6,14,13,20,18,10,8,21,7,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,579,0.98125,3.0,ALL,1847,0,28.0,64,0.8125,64,0.8125,0.953125,1.0,,0.98125,0.890625,0.796875,RS,RS,RS,0.8125
1848,359-904,49,359-904PL1,Absent,21796,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,0,73,0,71,0,0,14,11,0,0,74,75,70,30,15,20,21,23,24,25,31,28,16,9,46,45,42,58,32,69,17,6,47,49,41,61,62,60,18,5,50,55,56,34,63,0,19,3,51,52,39,35,65,68,1,2,54,53,38,37,66,67,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,607,0.975,3.0,RS,1848,0,27.0,57,0.890625,57,0.7239583333333334,0.828125,0.890625,29.0,0.98125,0.873015873015873,0.8125,ALL,RS,RS,1.0
1849,359-904,50,359-904PL1,Absent,24838,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,54,0,52,50,0,45,82,73,71,83,84,69,48,44,72,75,81,60,64,68,47,46,79,78,57,58,65,66,0,43,33,80,35,37,38,39,40,42,32,31,29,28,26,24,23,22,7,6,5,11,13,16,17,21,8,9,10,4,14,15,18,19,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,634,0.96875,4.0,RS,1849,0,26.0,61,0.873015873015873,61,0.873015873015873,0.875,0.953125,28.0,0.975,0.640625,0.7239583333333334,RS,RS,ALL,0.890625
1850,359-904,51,359-904PL1,Absent,20390,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,18,0,17,51,49,0,47,46,0,0,16,0,15,0,0,45,0,5,4,53,0,0,14,44,19,7,0,34,2,3,28,0,20,35,0,32,31,30,29,43,21,0,37,1,0,41,42,27,22,0,8,0,9,10,12,26,0,38,39,0,40,24,0,25,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,660,0.9625,5.0,RS,1850,0,31.0,44,0.640625,46,0.5572916666666666,0.625,0.6875,27.0,0.96875,0.6875,0.873015873015873,RS,ALL,ALL,0.953125
1851,359-904,52,359-904PL1,Absent,27991,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80,55,74,73,72,71,69,68,53,16,75,79,57,58,59,60,52,78,76,77,66,44,18,62,51,50,48,47,46,64,63,67,37,36,35,33,34,31,30,29,38,39,40,41,42,43,22,28,2,3,6,11,15,14,23,26,1,12,5,9,10,13,24,25,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,691,0.99375,6.0,ALL,1851,0,32.0,64,0.6875,64,0.6875,0.984375,1.0,26.0,0.9625,1.0,0.5572916666666666,RS,ALL,RS,0.6875
1854,359-904,55,359-904PL1,Absent,24587,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,0,12,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,0,1,0,11,9,7,6,5,4,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,781,0.96875,1.0,RS,1854,0,28.0,16,0.23333333333333334,40,0.23333333333333334,0.546875,0.29411764705882354,,0.99375,0.05263157894736842,0.90625,RS,RS,NOTHING,0.90625
1863,359-904,4,359-904PL2,Absent,26943,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,22,0,0,0,0,0,23,0,0,0,4,0,5,0,0,0,1,0,0,24,0,0,0,0,0,0,14,0,0,2,0,18,0,0,6,0,0,0,17,8,9,16,0,20,15,10,0,0,21,0,3,0,0,7,0,13,0,12,0,11,0,0,19,8.0,24,Unicorn_Absent,-1,-1,Unicorn_Absent,-36,0.85,3.0,RS,1863,0,15.0,24,0.10344827586206896,64,0.33405172413793105,0.625,0.4,,0.98125,0.1891891891891892,0.2708333333333333,RS,RS,RS,0.17647058823529413
1864,359-904,5,359-904PL2,Absent,20688,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,0,0,0,5,0,4,0,0,0,19,1,0,0,0,0,0,18,0,0,0,17,16,3,0,0,0,0,8,0,0,0,9,2,0,0,12,0,11,15,0,0,0,0,0,0,6,0,14,0,13,0,0,7,0,0,0,0,10,15.0,17,Unicorn_Absent,-1,-1,Unicorn_Absent,-21,0.89375,24.0,RS,1864,0,14.0,20,0.1891891891891892,53,0.5920608108108107,0.5625,0.3333333333333333,8.0,0.85,0.15384615384615385,0.33405172413793105,RS,RS,RS,0.4
1872,359-904,13,359-904PL2,Absent,22920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,2,3,4,5,6,7,8,17,16,15,14,13,12,10,9,18,19,20,21,22,23,24,25,33,32,31,30,29,28,27,26,34,35,36,37,38,39,40,41,49,48,47,46,45,44,43,42,50,0,51,52,53,54,56,57,0,0,0,0,0,0,0,58,-7.0,39,Unicorn_Absent,-1,-1,Unicorn_Absent,-159,0.75625,26.0,RS,1872,0,-17.0,56,0.75,64,0.04245283018867929,0.390625,0.875,,0.8375,0.734375,0.18137254901960786,RS,RS,RS,0.7619047619047619
1877,359-904,18,359-904PL2,Absent,16259,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,2,0,17,0,1,0,22,0,19,24,0,21,0,23,4,0,20,0,18,15,3,0,0,0,0,9,39,0,14,13,12,0,8,0,38,10,0,0,11,5,34,35,7,0,0,6,0,0,37,0,28,31,0,27,26,0,0,36,29,0,32,30,0,25,6.0,26,Unicorn_Absent,-1,-1,Unicorn_Absent,-114,0.8375,2.0,RS,1877,0,4.0,37,0.07692307692307693,58,0.1939102564102564,0.5,0.578125,,0.9875,0.45098039215686275,0.07834101382488479,RS,RS,RS,0.15625
1890,359-904,31,359-904PL2,Absent,15747,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,22,21,0,0,23,0,0,2,0,20,15,28,0,24,0,5,14,0,0,0,16,1,0,29,0,19,0,4,0,0,25,0,30,13,32,33,17,0,0,0,6,0,7,0,27,26,8,31,0,10,0,0,18,0,0,0,11,0,0,12,0,9,0,12.0,20,Unicorn_Absent,-1,-1,Unicorn_Absent,153,0.875,2.0,RS,1890,0,12.0,32,0.14634146341463414,57,0.023892483822797406,0.578125,0.5,,0.9875,0.23529411764705882,0.07755102040816328,RS,RS,RS,0.275
1907,359-904,48,359-904PL2,Absent,28560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,579,0.98125,3.0,RS,1907,0,28.0,3,0.0,64,0.8125,0.953125,0.06060606060606061,,0.98125,0.16666666666666666,0.796875,RS,RS,RS,0.08333333333333333
1908,359-904,49,359-904PL2,Absent,22017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,607,0.975,3.0,RS,1908,0,27.0,4,0.16666666666666666,57,0.7239583333333334,0.828125,0.08108108108108109,29.0,0.98125,0.0,0.8125,RS,RS,RS,0.06060606060606061
1909,359-904,50,359-904PL2,Absent,26319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,634,0.96875,4.0,RS,1909,0,26.0,5,0.0,61,0.873015873015873,0.875,0.1388888888888889,28.0,0.975,0.08333333333333333,0.7239583333333334,RS,RS,RS,0.08108108108108109
